Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
DS45802,California,Basic,High School or Below,Employed,F,26893,Rural,Married,68,1,31,0,5,Personal L3,Agent,68.226001,Four-Door Car,Medsize
OA96690,Oregon,Extended,High School or Below,Employed,F,47406,Urban,Married,94,2,96,1,6,Personal L3,Agent,287.149807,Four-Door Car,Medsize
EM27919,California,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal L3,Agent,312,Four-Door Car,Medsize
OV50124,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,72,7,34,2,7,Personal L3,Agent,391.636628,Two-Door Car,Medsize
PR31642,Oregon,Basic,Bachelor,Employed,F,32802,Suburban,Married,114,31,8,0,1,Personal L1,Call Center,547.2,SUV,Medsize
TK30357,California,Basic,Bachelor,Employed,F,90844,Rural,Divorced,118,10,98,0,2,Personal L3,Agent,232.674417,SUV,Medsize
NF31087,Nevada,Basic,High School or Below,Employed,F,44685,Suburban,Married,69,1,41,0,2,Personal L2,Agent,331.2,Four-Door Car,Medsize
NH16984,California,Extended,Bachelor,Unemployed,F,0,Urban,Divorced,80,30,8,0,1,Personal L1,Web,336.50961,Four-Door Car,Medsize
VT63298,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,17,55,0,2,Personal L1,Agent,345.6,Four-Door Car,Medsize
HT16519,Washington,Basic,Bachelor,Employed,F,63009,Urban,Married,112,17,49,0,2,Personal L3,Call Center,485.286815,Sports Car,Small
SZ16483,Arizona,Premium,High School or Below,Employed,F,79583,Suburban,Married,109,12,76,2,1,Personal L3,Agent,523.2,Four-Door Car,Medsize
VM92311,Arizona,Basic,High School or Below,Employed,F,89129,Suburban,Single,64,24,93,0,1,Personal L3,Branch,328.870868,Four-Door Car,Medsize
NJ46849,Arizona,Basic,College,Unemployed,M,0,Suburban,Single,69,23,15,0,1,Personal L2,Branch,496.8,Four-Door Car,Medsize
RG30482,Oregon,Premium,College,Unemployed,F,0,Suburban,Single,197,5,50,0,9,Personal L3,Call Center,1418.4,SUV,Medsize
ZM86949,Oregon,Basic,High School or Below,Employed,F,84106,Suburban,Single,64,0,86,0,2,Personal L3,Branch,334.408717,Two-Door Car,Medsize
QQ39596,Arizona,Basic,College,Unemployed,F,0,Rural,Married,69,2,71,0,1,Personal L3,Call Center,42.096415,Four-Door Car,Medsize
FH51383,California,Basic,High School or Below,Employed,F,76717,Urban,Married,66,26,10,0,6,Personal L3,Call Center,300.528579,Two-Door Car,Large
CZ96653,Oregon,Basic,Bachelor,Employed,F,47325,Rural,Married,107,0,92,0,6,Personal L2,Web,64.598216,SUV,Small
NT43594,Nevada,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal L1,Branch,347.857619,Four-Door Car,Medsize
KJ86296,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,73,24,40,2,9,Personal L2,Agent,525.6,Four-Door Car,Medsize
MD73554,California,Basic,College,Employed,M,59537,Suburban,Married,66,23,5,0,7,Personal L1,Branch,316.8,Two-Door Car,Medsize
UX92071,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,199,6,37,0,1,Personal L1,Call Center,955.2,Luxury SUV,Medsize
UH45301,Oregon,Premium,College,Employed,M,86946,Urban,Married,118,13,14,0,7,Personal L1,Agent,340.656963,Four-Door Car,Medsize
RY92647,California,Extended,Bachelor,Unemployed,F,0,Suburban,Married,92,15,36,0,2,Personal L3,Branch,546.524896,Four-Door Car,Medsize
IK12620,Arizona,Premium,High School or Below,Disabled,F,12160,Urban,Married,109,5,34,0,1,Personal L1,Agent,489.411833,Four-Door Car,Medsize
GQ66762,California,Basic,College,Employed,M,33701,Urban,Single,63,16,67,0,5,Personal L2,Agent,171.325856,Four-Door Car,Small
RY92254,Washington,Premium,Bachelor,Employed,M,33531,Suburban,Married,116,11,15,0,1,Personal L3,Agent,801.577478,Two-Door Car,Medsize
XD85577,California,Basic,Bachelor,Employed,M,69417,Rural,Divorced,73,30,78,1,1,Personal L1,Branch,30.874869,Four-Door Car,Small
TM65736,Oregon,Extended,Master,Employed,M,38644,Urban,Married,78,28,0,1,1,Personal L3,Web,361.455219,Four-Door Car,Medsize
VJ51327,California,Basic,High School or Below,Employed,F,63209,Rural,Married,102,20,28,2,2,Personal L3,Agent,207.320041,SUV,Small
GS98873,Arizona,Extended,Bachelor,Disabled,F,16061,Suburban,Single,88,26,23,0,1,Personal L2,Web,633.6,Four-Door Car,Medsize
MY31220,California,Premium,College,Employed,F,54230,Suburban,Married,112,10,21,0,9,Personal L2,Agent,537.6,Two-Door Car,Medsize
UH35128,Oregon,Extended,College,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal L2,Branch,1027.2,Luxury Car,Small
WL99637,Arizona,Extended,Bachelor,Employed,M,27293,Suburban,Married,96,20,55,0,6,Personal L3,Web,469.030907,Two-Door Car,Medsize
UC84059,California,Premium,Master,Employed,F,70950,Urban,Married,171,6,12,0,1,Personal L3,Call Center,565.929394,Sports Car,Medsize
TX28465,Nevada,Basic,College,Employed,M,52629,Rural,Married,65,30,22,0,6,Personal L3,Branch,136.684141,Four-Door Car,Medsize
OK56965,California,Basic,Bachelor,Employed,F,31264,Urban,Divorced,198,9,54,1,2,Personal L2,Branch,825.657746,Luxury SUV,Medsize
WT22392,Oregon,Basic,College,Employed,F,65473,Urban,Married,67,4,14,0,2,Personal L1,Call Center,277.685667,Four-Door Car,Medsize
GG68407,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,13,7,0,1,Personal L3,Agent,468,Four-Door Car,Medsize
KP72427,Washington,Basic,High School or Below,Employed,M,64455,Rural,Married,108,5,43,0,2,Personal L3,Agent,133.735395,SUV,Medsize
KD23847,Arizona,Basic,High School or Below,Employed,F,76374,Suburban,Divorced,61,21,28,0,7,Personal L3,Call Center,292.8,Four-Door Car,Small
GK72076,Washington,Premium,Bachelor,Employed,F,35457,Suburban,Single,105,0,93,0,1,Personal L3,Branch,641.230581,Four-Door Car,Small
NK91488,Nevada,Basic,Master,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal L3,Branch,326.4,Four-Door Car,Small
QK46697,Washington,Extended,Bachelor,Employed,M,61040,Rural,Married,79,12,24,1,4,Personal L3,Agent,20.382876,Two-Door Car,Medsize
PS30217,California,Extended,Bachelor,Employed,F,44817,Suburban,Married,83,23,89,0,2,Personal L2,Agent,527.421579,Four-Door Car,Small
EL62967,Oregon,Basic,High School or Below,Employed,F,58508,Rural,Single,69,32,11,0,1,Personal L3,Web,57.614392,Two-Door Car,Medsize
MU23938,Oregon,Extended,Bachelor,Employed,M,45259,Rural,Single,138,1,27,0,4,Personal L1,Agent,272.217171,SUV,Medsize
VC83809,California,Extended,Doctor,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Personal L3,Branch,91.834668,Four-Door Car,Medsize
VL34577,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,3,65,0,1,Personal L3,Agent,345.6,Two-Door Car,Medsize
QE12539,California,Basic,Doctor,Employed,M,40870,Suburban,Married,105,3,56,0,2,Personal L1,Agent,504,SUV,Large
YO15246,Nevada,Extended,High School or Below,Employed,M,35001,Suburban,Single,96,18,87,3,1,Personal L2,Web,460.8,Four-Door Car,Small
WF73839,Arizona,Basic,College,Employed,F,49937,Urban,Married,64,1,45,0,2,Personal L2,Web,302.586407,Two-Door Car,Medsize
TJ11671,Oregon,Premium,Bachelor,Unemployed,F,0,Suburban,Married,109,35,75,0,1,Personal L2,Branch,523.2,Four-Door Car,Small
SV34223,California,Basic,College,Employed,F,58317,Suburban,Married,73,0,56,0,2,Personal L2,Call Center,350.4,Four-Door Car,Medsize
XD19546,California,Basic,High School or Below,Unemployed,F,0,Suburban,Married,109,15,61,0,7,Personal L1,Web,523.2,SUV,Medsize
IA62027,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,24,53,0,3,Personal L3,Web,468,Four-Door Car,Medsize
FZ20933,Oregon,Basic,High School or Below,Employed,M,24398,Suburban,Married,63,14,79,1,3,Personal L2,Agent,302.4,Four-Door Car,Large
XW98867,Oregon,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Personal L2,Call Center,542.4,SUV,Medsize
PP80817,California,Basic,High School or Below,Employed,F,59886,Rural,Married,104,30,1,0,4,Personal L2,Agent,71.729298,Sports Car,Medsize
DT77901,Oregon,Premium,Bachelor,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal L3,Agent,1300.8,Luxury SUV,Medsize
DX34647,California,Extended,College,Employed,F,43137,Suburban,Married,96,8,41,0,8,Personal L3,Call Center,460.8,Two-Door Car,Large
OD56551,Oregon,Basic,College,Employed,M,27978,Suburban,Single,69,3,21,1,7,Personal L3,Branch,447.911255,Four-Door Car,Medsize
OO63074,California,Basic,Bachelor,Medical Leave,F,25261,Suburban,Married,118,31,9,0,1,Personal L3,Branch,566.4,SUV,Medsize
EH24828,Nevada,Basic,College,Employed,M,58652,Suburban,Married,64,14,75,5,1,Personal L2,Agent,307.2,Four-Door Car,Small
PS31050,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,35,79,0,2,Personal L3,Branch,496.8,Four-Door Car,Medsize
PU98976,California,Extended,Bachelor,Unemployed,F,0,Suburban,Single,88,17,25,0,6,Personal L3,Call Center,633.6,Four-Door Car,Medsize
ZR20842,Arizona,Extended,College,Employed,M,94415,Urban,Married,127,6,53,1,1,Personal L1,Branch,492.770321,Sports Car,Medsize
DF66914,Arizona,Basic,Bachelor,Employed,F,45331,Suburban,Married,100,0,8,0,2,Personal L1,Agent,572.635987,SUV,Medsize
YM99866,Arizona,Basic,High School or Below,Employed,M,53904,Suburban,Married,67,1,17,2,1,Personal L2,Agent,321.6,Four-Door Car,Medsize
VH62084,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,18,58,0,2,Personal L3,Agent,811.086484,Four-Door Car,Medsize
MD86050,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,20,38,0,8,Personal L3,Branch,482.4,Four-Door Car,Medsize
FU99476,Washington,Extended,High School or Below,Employed,M,74422,Rural,Divorced,85,4,3,1,3,Personal L1,Call Center,95.338505,Four-Door Car,Medsize
KO44736,Oregon,Basic,Bachelor,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Personal L3,Call Center,525.6,Two-Door Car,Small
KI55845,Oregon,Basic,College,Employed,F,55588,Suburban,Married,114,15,40,0,2,Personal L2,Branch,547.2,SUV,Medsize
JJ24476,Arizona,Basic,Master,Employed,F,52391,Suburban,Married,71,9,32,0,3,Personal L2,Web,409.763267,Two-Door Car,Medsize
VC68509,Oregon,Extended,Bachelor,Employed,F,42240,Rural,Married,79,25,10,0,2,Personal L3,Agent,46.386546,Four-Door Car,Medsize
QN62502,Oregon,Extended,Bachelor,Employed,F,70146,Rural,Married,96,28,65,0,1,Personal L1,Branch,157.440069,Four-Door Car,Medsize
EL92515,Oregon,Extended,College,Employed,F,41121,Suburban,Divorced,94,20,56,0,2,Personal L2,Call Center,451.2,Four-Door Car,Medsize
BC66921,Nevada,Basic,High School or Below,Employed,F,41228,Suburban,Single,71,19,13,0,1,Personal L3,Branch,340.8,Four-Door Car,Small
IA15979,Washington,Extended,College,Employed,M,40598,Urban,Single,91,35,98,0,5,Personal L3,Agent,302.791402,Four-Door Car,Medsize
AH65907,California,Basic,Bachelor,Employed,F,51790,Suburban,Married,71,12,43,0,1,Personal L3,Agent,340.8,Four-Door Car,Large
AF81450,California,Basic,High School or Below,Disabled,M,28657,Suburban,Married,100,4,55,0,2,Personal L3,Branch,588.742251,SUV,Small
YI28422,Oregon,Extended,High School or Below,Employed,M,30262,Suburban,Married,98,0,96,1,9,Personal L3,Agent,499.22561,Four-Door Car,Large
BR99015,California,Extended,Bachelor,Unemployed,F,0,Suburban,Single,94,25,20,0,6,Personal L3,Call Center,451.2,Four-Door Car,Small
PB11270,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,61,2,15,0,2,Personal L2,Agent,541.561209,Four-Door Car,Medsize
PZ89632,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Single,134,22,68,0,1,Personal L3,Agent,964.8,SUV,Medsize
AS97690,Arizona,Basic,College,Employed,M,54483,Suburban,Married,61,6,57,0,1,Personal L1,Call Center,292.8,Two-Door Car,Medsize
SG32258,Arizona,Basic,College,Medical Leave,F,18944,Rural,Married,63,20,64,0,1,Personal L3,Call Center,125.274351,Four-Door Car,Medsize
MY80583,Oregon,Basic,Bachelor,Employed,F,84365,Suburban,Married,66,14,42,0,2,Personal L3,Branch,316.8,Four-Door Car,Small
WS57286,Arizona,Basic,College,Unemployed,M,0,Rural,Married,64,20,13,0,4,Personal L3,Agent,137.169296,Four-Door Car,Medsize
DQ28641,Nevada,Basic,High School or Below,Medical Leave,M,14315,Suburban,Married,71,33,16,0,1,Personal L1,Branch,511.2,Four-Door Car,Medsize
EX46492,Arizona,Extended,Master,Employed,F,87864,Urban,Married,94,19,42,0,8,Personal L3,Agent,421.456547,Two-Door Car,Medsize
VW20823,California,Extended,High School or Below,Employed,M,57844,Suburban,Married,85,16,31,1,2,Personal L3,Branch,408,Four-Door Car,Small
LH26563,Oregon,Premium,High School or Below,Disabled,F,17913,Suburban,Married,116,0,39,0,1,Personal L3,Web,556.8,Four-Door Car,Small
ZY99878,California,Premium,High School or Below,Employed,M,90343,Urban,Single,175,11,68,0,3,Personal L2,Branch,833.072722,SUV,Medsize
CS15289,Oregon,Basic,Master,Employed,F,79041,Rural,Married,199,14,48,0,3,Personal L3,Branch,419.26062,Luxury SUV,Small
VM84548,Washington,Basic,High School or Below,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal L2,Branch,528,SUV,Medsize
IA96447,California,Premium,College,Employed,M,85019,Suburban,Married,167,26,92,0,1,Personal L3,Agent,801.6,Sports Car,Medsize
PT32230,California,Basic,High School or Below,Employed,F,70059,Rural,Married,194,1,97,0,1,Personal L3,Agent,253.740993,Luxury SUV,Medsize
OH15771,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,117,9,78,0,1,Personal L3,Agent,561.6,SUV,Medsize
XP61034,Oregon,Basic,Bachelor,Employed,M,39492,Suburban,Married,105,20,81,0,1,Personal L3,Agent,756,SUV,Medsize
FX55923,Arizona,Basic,Bachelor,Employed,M,50405,Rural,Divorced,70,6,21,1,9,Personal L2,Call Center,7.069583,Four-Door Car,Medsize
ZZ83340,Oregon,Basic,Doctor,Employed,F,96021,Urban,Married,68,5,30,0,5,Personal L1,Branch,315.004602,Two-Door Car,Medsize
HA99340,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Married,65,26,97,0,1,Personal L3,Agent,422.947888,Two-Door Car,Medsize
LE43061,California,Premium,High School or Below,Unemployed,M,0,Suburban,Single,105,13,22,0,1,Personal L3,Web,756,Four-Door Car,Medsize
UF77413,Oregon,Basic,College,Employed,M,65794,Urban,Married,69,10,14,1,1,Personal L1,Branch,277.27294,Four-Door Car,Medsize
TH84309,California,Extended,High School or Below,Unemployed,M,0,Suburban,Married,126,19,17,0,4,Personal L3,Branch,604.8,SUV,Medsize
FY40655,Washington,Premium,Master,Unemployed,M,0,Suburban,Single,181,22,96,0,2,Personal L3,Call Center,868.8,SUV,Medsize
SI78985,Oregon,Premium,Bachelor,Employed,F,39448,Rural,Married,103,10,14,3,5,Personal L1,Web,66.020788,Four-Door Car,Medsize
KF50730,California,Extended,Bachelor,Employed,F,71794,Urban,Married,131,19,48,0,1,Personal L3,Web,457.471225,SUV,Medsize
JO13576,California,Basic,High School or Below,Retired,F,21861,Suburban,Married,69,3,11,0,1,Personal L3,Agent,348.278032,Four-Door Car,Medsize
EL99335,California,Basic,College,Retired,F,20608,Suburban,Divorced,73,10,24,0,1,Personal L2,Branch,350.4,Four-Door Car,Small
LE84979,California,Basic,Master,Employed,F,21331,Urban,Divorced,103,18,84,0,2,Personal L3,Agent,419.062661,SUV,Large
IB80924,Washington,Basic,High School or Below,Employed,F,90783,Urban,Divorced,104,0,38,2,2,Personal L3,Agent,285.745227,SUV,Small
YN10988,California,Extended,High School or Below,Unemployed,M,0,Suburban,Married,87,15,46,0,6,Personal L2,Web,417.6,Four-Door Car,Medsize
ZB50601,Nevada,Basic,College,Unemployed,M,0,Suburban,Married,70,6,24,0,6,Personal L3,Web,469.491537,Four-Door Car,Medsize
HP50399,Nevada,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,113,14,77,0,1,Personal L3,Branch,542.4,SUV,Medsize
GC17585,Arizona,Basic,Bachelor,Employed,M,25302,Suburban,Married,70,13,16,1,2,Personal L1,Branch,336,Four-Door Car,Medsize
DO41287,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,29,92,0,2,Personal L2,Branch,590.4,Four-Door Car,Medsize
GT54462,Arizona,Premium,Bachelor,Employed,M,73222,Urban,Married,180,24,43,0,3,Personal L1,Call Center,821.51673,SUV,Large
BT76268,California,Basic,College,Employed,F,22061,Suburban,Married,74,25,25,0,8,Personal L2,Branch,355.2,Four-Door Car,Medsize
QM38267,Arizona,Basic,High School or Below,Employed,F,86321,Suburban,Married,66,7,25,0,1,Personal L1,Call Center,316.8,Four-Door Car,Medsize
LP82042,Oregon,Basic,Bachelor,Employed,M,54668,Suburban,Married,68,3,41,1,6,Personal L3,Call Center,326.4,Four-Door Car,Medsize
EF52978,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Married,62,15,80,0,3,Personal L3,Agent,297.6,Four-Door Car,Medsize
GH54524,California,Premium,High School or Below,Employed,M,69497,Rural,Married,142,30,31,0,2,Personal L3,Agent,92.286763,SUV,Medsize
DP26592,Oregon,Basic,High School or Below,Employed,M,86617,Urban,Single,63,9,10,0,1,Personal L3,Agent,188.325603,Four-Door Car,Medsize
UP29839,Nevada,Extended,Master,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal L1,Agent,1294.700423,Luxury SUV,Medsize
NP91656,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,26,33,0,9,Personal L2,Agent,496.8,Four-Door Car,Medsize
SH74080,Oregon,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal L2,Agent,508.8,SUV,Small
KN25556,Arizona,Basic,College,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal L1,Agent,316.8,Four-Door Car,Medsize
RB38792,Oregon,Extended,College,Employed,M,66429,Rural,Married,136,35,93,0,1,Personal L3,Agent,57.712985,Sports Car,Medsize
QR72180,California,Extended,Doctor,Employed,F,66889,Urban,Married,80,6,16,0,1,Personal L1,Call Center,294.319428,Four-Door Car,Small
UO86707,Washington,Basic,Bachelor,Employed,M,75217,Rural,Single,61,12,47,1,2,Personal L3,Branch,147.080303,Four-Door Car,Medsize
NF53775,California,Extended,College,Retired,F,17557,Suburban,Married,96,6,5,0,1,Personal L2,Web,666.724937,Four-Door Car,Medsize
YB58778,California,Basic,College,Employed,F,81064,Rural,Single,70,20,4,4,3,Personal L3,Agent,42.238585,Two-Door Car,Large
PH77560,Nevada,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,2,45,0,5,Personal L3,Branch,700.331425,Four-Door Car,Small
WA84789,Washington,Extended,Bachelor,Employed,F,75313,Suburban,Married,89,16,64,1,2,Personal L1,Web,527.139074,Four-Door Car,Medsize
BI34376,California,Extended,Doctor,Employed,F,45703,Suburban,Married,98,17,36,0,9,Personal L1,Agent,470.4,Two-Door Car,Small
UQ63396,California,Basic,Bachelor,Employed,F,40036,Rural,Married,65,2,85,0,2,Personal L3,Agent,48.828732,Four-Door Car,Medsize
BR23201,California,Basic,Bachelor,Unemployed,M,0,Urban,Married,71,23,84,0,1,Personal L3,Branch,191.640085,Four-Door Car,Medsize
VH45094,Arizona,Basic,High School or Below,Employed,M,65870,Urban,Married,61,21,40,1,2,Personal L2,Branch,202.847644,Four-Door Car,Large
KD47243,California,Basic,Bachelor,Employed,F,91469,Urban,Single,100,11,89,2,2,Personal L1,Agent,418.864555,SUV,Small
OU62604,Washington,Basic,Bachelor,Employed,F,78362,Suburban,Divorced,73,16,66,0,2,Personal L3,Agent,525.6,Four-Door Car,Small
FF61670,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,29,23,1,2,Personal L2,Call Center,393.6,Four-Door Car,Large
PM61374,California,Premium,Bachelor,Unemployed,F,0,Suburban,Married,110,9,23,0,6,Personal L1,Web,550.825934,Two-Door Car,Medsize
BW25236,Arizona,Basic,College,Employed,M,72215,Urban,Married,66,22,23,0,2,Personal L3,Web,247.911872,Four-Door Car,Medsize
QG51953,Oregon,Basic,College,Employed,M,36655,Suburban,Married,61,15,81,0,9,Personal L3,Web,295.223164,Four-Door Car,Small
SZ56338,Oregon,Extended,High School or Below,Employed,F,37995,Suburban,Married,139,16,50,0,1,Personal L3,Branch,667.2,SUV,Medsize
BW46202,Oregon,Extended,Bachelor,Medical Leave,F,28804,Rural,Married,78,6,84,0,3,Personal L3,Web,76.025368,Two-Door Car,Large
GP42026,California,Basic,High School or Below,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal L3,Web,561.6,Sports Car,Medsize
TL43709,Washington,Basic,Bachelor,Employed,M,89689,Rural,Divorced,74,14,4,0,2,Personal L3,Branch,136.829537,Four-Door Car,Large
OL36978,California,Basic,High School or Below,Employed,F,67241,Rural,Married,68,22,6,1,9,Personal L3,Call Center,5.674809,Two-Door Car,Medsize
KT40899,California,Extended,High School or Below,Employed,M,75436,Rural,Married,78,10,20,0,2,Personal L2,Agent,9.747443,Four-Door Car,Medsize
